product_name,energy_kcal,energy_kj,protein_g,carbohydrates_g,total_sugar_g,total_fat_g,fibre_g,sodium_g,sub_type,form,class_name,subclass_name,nova,classification_method,class_confidence,subclass_confidence,nova_confidence,needs_review,classification_timestamp
BRAD'S CANNELLINI BEANS NO SALT,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRAD'S CHILI BEANS,,,,,,,,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRAD'S GARBANZO BEANS NO SALT,,,,,,,,,,,WHEAT FLOUR,WHEAT FLOUR - ATTA,Unprocessed/Minimally processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRAD'S HEARTS PALM SLICES CANS,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRAD'S HEARTS PALM SPEARS,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRAD'S KIDNEY BEANS,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRAD'S PINTO BEANS,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRAD'S PINTO BEANS NO SALT,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRAD'S SALAD BEANS,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRAGG APPLE CIDER VINEGAR,70,292.88,,0.3,0.1,,,,Vinegar,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRITANNIA BOURBON CHOCOLATE AND CREAM BISCUIT,480.769,2011.54,7.69231,69.2308,38.4615,19.2308,,0.153846,Biscuit,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRITANNIA CASHEW BISCUITS,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRITANNIA DIGESTIVE BISCUITS,476,1991,7,58,15,24,,0.55,,,"COOKIES, BISCUITS AND WAFERS",BISCUITS,Ultra-processed foods,simulated_lookup_fuzzy,0.915,0.885,0.905,FALSE,2026-04-07T09:21:17.880566+00:00
BRITANNIA GOOD DAY CASHEW COOKIES X 24 PIECES,514,2154,5.882,67.647,22.059,23.529,0,0,Cookies,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRITANNIA GOOD DAY CHOCO CHIP COOKIES,493,2062,5,71,30,21,,,Cookies,Solid,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,simulated_lookup_fuzzy,0.721,0.691,0.711,TRUE,2026-04-07T09:21:17.880566+00:00
BRITANNIA GOOD DAY CHOCOCHIP COOKIES,165,690.36,2,23,10,7,,0.131,Cookie,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRITANNIA GOOD DAY CHOCOCHIP COOKIES X 24 PIECES,500,2092,6.061,69.697,30.303,21.212,0,0,Cookies,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRITANNIA GOOD DAY CHOCOLATE CHIP COOKIES,461,1928.82,5,68,32,18,,,Cookies,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRITANNIA GOOD DAY PISTA ALMOND COOKIES,500,2092,8.82,64.71,23.53,23.53,,0.00031,Cookies,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRITANNIA LITTLE HEART BISCUITS,488,2041.79,7,70,24.5,20,,,Biscuit,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRITANNIA PURE MAGIC CHOCOLUSH BISCUITS,528,2209.15,5,64,34,28,,,Biscuit,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRITANNIA TOASTEA MILK RUSK TOAST,473,1979.03,9,73.7,22,15.8,,,Toast,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRITANNIA TOASTEA SUJI RUSK TOAST,433,1811.67,9,80,23,8.3,,,Toast,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BRITANNIA TOASTEA WHEAT RUSK TOAST,135,564.84,2,25,8.5,,1,0.065,Toast,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BROOKSIDE SUPERFINE GHEE,6421.43,3885.14,,,,712.857,,,Ghee,Puree,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BROWNS ONION JAM,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUBBLE UP BITTER LEMON,,,,,,,,,Lemon Drink,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUBBLE UP TONIC WATER,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BULLA REGIA EXTRA VIRGIN OLIVE OIL,900,3700,,,,100,,,Oil,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BULLA REGIA OLIVE OIL,,,,,,,,,Oil,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY ATTA MARK 1 WHEAT FLOUR RED,340,1422,13,72,,,11,,Wheat Flour,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY BLACK GRAM SPLIT,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY BLACK GRAM URAD DAL,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY COW PEAS RED CHORA,355,1485.32,21,62,,2,,,Cow Peas Red Chora,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY CRACKED WHEAT,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY FLOUR ATTA RED,340,1422,13,72,,,11,,Wheat Flour,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY GOLD BASMATI RICE,348,1456,8.2,78,,0.5,1.8,0.00075,Rice,Solid,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.731,0.701,0.721,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY GRAINS POLISHED GREEN GRAMS,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY GRAINS POPCORN KERNELS,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY GRAINS YELLOW GRAM CHANADAL,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY GRAM FLOUR,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY GREEN GRAM MUNGDAL,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY GREEN GRAM POLISHED,,,,,,,,,,,"PULSES - PEAS, LENTILS, BEANS",GREEN GRAMS,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.852,0.822,0.842,FALSE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY GREEN LENTILS,355.556,1486.67,24.4444,64.4444,2.22222,,11.1111,,Green Lentils,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY LENTILS BLACK GRAMS WASHED URAD DAL,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY LENTILS GREEN GRAMS WASHED MUNG DAL,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY LENTILS OILY TOOR DAL,342.857,1434.29,22.8571,62.8571,2.85714,1.42857,17.1429,0.0857143,Oily Toor Dal,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY LENTILS SPLIT MUNG DAL,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY LENTILS YELLOW GRAM SPLIT AND PEELED CHANADAL,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY LONG GRAIN KENYA PISHORI RICE,333.333,133.333,8.66667,,,0.444444,0.444444,,Pishori Rice,Solid,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.824,0.794,0.814,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY MUNGDAL OILY G/GRAMS,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY NYOTA BEANS,,,,,,,,,,solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY PIGEON PEAS WASHED TOOR DAL,342.857,1434.29,22.8571,62.8571,2.85714,1.42857,17.1429,0.0857143,Toor Dal,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY POPCORN KERNELS,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY PREMIUM BASMATI RICE,350,1464,8.8,78,,,1.8,0.0017,Rice,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY PREMIUM SPAGHETTI PASTA X OF,71,,367,100,,,,,Food,,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.774,0.744,0.764,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY PULSES BROWN ROSECOCO BEANS,362,1514,18,63,5,1,,0.02,Rosecoco Beans,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY PULSES CHICK PEAS,340,1422,11,73,2,0.4,8,,Chick Peas,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY PULSES DRIED GREEN PEAS,442,1849,19,60,5,13,,0.621,Dried Green Peas,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY PULSES GREEN LENTILS,355.556,1486.67,24.4444,64.4444,2.22222,,11.1111,,Green Lentils,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY PULSES KENYAN KIDNEY BEANS,333,1393,24,60,2.2,0.8,25,0.024,Kidney Beans,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY PULSES KENYAN KIDNEY NYAYO BEANS,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY PULSES LIMA BUTTER BEANS,35,155,1.4,7.3,2.45,0.2,3,,Butter Beans,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY PULSES NJAHI BLACK BEANS,341,1426,22,62,2.1,1.4,16,0.005,Black Beans,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY PULSES PINTO BEANS,347,1451,21,63,2.1,1.2,16,0.012,Pinto Bean,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY PULSES RED HARICOT BEANS,337,1410,22,60,3.88,1.5,24,0.005,Haricot Beans,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY PULSES RED KIDNEY BEANS,346,1447,22,60,,1.3,4.8,,Kidney Beans,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY PULSES WHITE COW PEAS (CHORA/BLACK EYED BEANS),366,1531,24,60,,1.3,,,Cow Peas,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY PULSES YELLOW KIDNEY BEANS,333,1393,24,60,2.2,0.8,25,0.024,Kidney Beans,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY RED LENTIL FOOTBALL,,,,,,,,,,solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY RED LENTIL MASOOR DAL,333.333,1392.31,25.641,58.9744,,2.5641,10.2564,,Masoor Dal,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY RICE - LONG GRAIN,348,1456.03,6.66667,74.6667,0,0,1.33333,0,Rice,Solid,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.769,0.739,0.759,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY RICE BASMATI PREMIUM,375,1569,8,79,,0,0,0,Rice,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY RICE KENYAN PISHORI,349,1460.22,8,77,,0,0,0,Rice,Solid,CEREAL GRAINS,WHITE RICE,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.828,0.798,0.818,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY SEMOLINA,340,1422.56,9,75,,3,,0.005,Semolina,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY SPAGHETTI PASTA,73,,345,100,,,,,Food,,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.792,0.762,0.782,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY STANDARD SPAGHETTI,354,1481.14,11,73,3,1,2,0.001,Spaghetti,Solid,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,simulated_lookup_exact,0.99,0.99,0.99,FALSE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY STANDARD SPAGHETTI PASTA,358,1497.87,10,75,2,1,2,,Spaghetti Pasta,Solid,PASTAS,PASTA - SPAGHETTI,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.903,0.873,0.893,FALSE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY TOOR DAL WASHED,318,1330.51,24,56,0,1,4,0,Toor Dal,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY VERMICELLI PASTA,73,,351,100,,0.003,,,Food,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY WASHED TOOR DAL,342.857,1434.29,22.8571,62.8571,2.85714,1.42857,17.1429,0.0857143,Toor Dal,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BUTTERFLY WHOLE RED LENTILS,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
C R FOOD CRUNCH MIX CHIKKI,532,2226,16.83,46.81,36.13,30.81,5.9,0.033,Chikki,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
C&R HOME MADE CASHEW-NUT COOKIES,,,,,,,,,Cookies,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
C&R HOME MADE JAM COCONUT COOKIES,,,,,,,,,Cookies,Solid,"COOKIES, BISCUITS AND WAFERS",COOKIES,Ultra-processed foods,simulated_lookup_fuzzy,0.765,0.735,0.755,TRUE,2026-04-07T09:21:17.880566+00:00
C&R HOME MADE OATS COOKIES,,,,,,,,,Cookies,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
C&R WOTS TIKHA GATHIA,533.333,2230,20,46.6667,6.66667,30,10,1.2,Tikha Gathia,Solid,SWEET AND SAVOURY SNACKS,GANTHIYA,Ultra-processed foods,simulated_lookup_exact,0.99,0.99,0.99,FALSE,2026-04-07T09:21:17.880566+00:00
CACHET CARAMEL AND SEA SALT CHOCOLATE,527,2205,5.6,60,59,29,,,Chocolate,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CACHET COSTA RICA 71 EXTRA DARK CHOCOLATE,543,2247,7.9,33.4,28.2,41,11,,Dark Chocolate,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CACHET DARK 57 PEARALMOND,523,2188,7.3,40,35,35,0,0,Dark Chocolate Bar,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CACHET EXTRA DARK 85 CHOCOLATE,587,2456,10,16,11,50,0,0,Extra Dark Chocolate Bar,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CACHET EXTRA DARK PERU,553,2315,6.8,39,35,39,0,0,Extra Dark Chocolate Bar,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CACHET EXTREMELY 90 COCOA DARK CHOCOLATE BAR,613,2565,9.7,12,7.9,54,0,0,Chocolate Bar,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CACHET ORANGE AND ALMONDS 57% COCOA DARK CHOCOLATE,527,2205,6.8,43,39,34,,,Dark Chocolate,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CACHET SEA SALT 70 COCOA EXTRA DARK CHOCOLATE BAR,,,,,,,,,Dark Chocolate Bar,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CACHET TANZANIA 72 COCOA EXTRA DARK CHOCOLATE BAR,580,2427,7.5,29,25,45,,,Dark Chocolate Bar,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CACHET UGANDA 80 EXTRA DARK CHOCOLATE,589,2438,8.6,20,19,48,,,Dark Chocolate,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY BOOST,,,,,,,,,,,COCOA,COCOA - UNSWEETENED WITHOUT MILK,Ultra-processed foods,simulated_lookup_fuzzy,0.769,0.739,0.759,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY BOURNVILLE CLASSIC DARK CHOCOLATE,524,2195,3.6,59,56.5,29,5.2,0.003,Dark Chocolate,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY BOURNVILLE MINT,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY BOURNVILLE ORANGE,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY CHOCOLATE PS ORIGINAL,1040,2165,5.4,62,52,25,2.7,0.08,Chocolate,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY CREAMY WHITE WITH SHORTCAKE DREAMY BISCUIT,586,2240,5.8,60.5,55,30,0.5,0.163,Biscuit,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY CRUNCHIE B DAIRY MILK,,,,,,,,,,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,simulated_lookup_fuzzy,0.766,0.736,0.756,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY CURLY WURLY CHOCOLATE BAR,454,1905,2.1,71,50,18,0.7,,Chocolate Bar,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY CURLY WURLY SQUIRLIE,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY DAIM CHOCO BARS,,,,,,,,,,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,simulated_lookup_fuzzy,0.75,0.72,0.74,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY DAIRY MILK ASTROS CHOCOLATE,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY DAIRY MILK BISCUIT CHOCOLATE BAR,0.51,2140,,60,50.5,26.5,2.4,0.122,Chocolate Bar,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY DAIRY MILK BUBBLY MILK CHOCOLATE BAR,524,2195,7.7,58,56,29,2.4,0.081,Chocolate Bar,Solid,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,simulated_lookup_fuzzy,0.725,0.695,0.715,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY DAIRY MILK BUTTON CHOCO,,,,,,,,,,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,simulated_lookup_fuzzy,0.75,0.72,0.74,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY DAIRY MILK CARAM CHOCOLATE,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY DAIRY MILK CASHEW AND COCONUT CHOCOLATE,487,2040,7,50,49,28.5,3.4,0.074,Cashew And Coconut Chocolate,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY DAIRY MILK CHOCOLATE,518,2167.31,7.7,61,46,27,0.4,0.142,Chocolate,Solid,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,simulated_lookup_fuzzy,0.783,0.753,0.773,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY DAIRY MILK CHOCOLATE BAR,,,,,,,,,,Solid,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,simulated_lookup_fuzzy,0.762,0.732,0.752,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY DAIRY MILK FRUIT AND NUT CHOCOLATE,516,2158,7.3,59.7,54,28.4,,0.074,Fruit And Nut Chocolate,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY DAIRY MILK FRUIT NUT,,,,,,,,,,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,simulated_lookup_fuzzy,0.868,0.838,0.858,FALSE,2026-04-07T09:21:17.880566+00:00
CADBURY DAIRY MILK HAZELNUT,,,,,,,,,,,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,simulated_lookup_fuzzy,0.8,0.77,0.79,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY DAIRY MILK MARVELLOUS CREATIONS JELLY POPPING CANDY CHOCOLATE BAR,,,,,,,,,,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY DAIRY MILK MINI EGG,,,,,,,,,,Solid,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,simulated_lookup_fuzzy,0.8,0.77,0.79,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY DAIRY MILK OREO CHOCOLATE BAR,560,2330,6,53.5,48.5,35,0.8,,Chocolate Bar,Solid,CHOCOLATE,CHOCOLATE BAR,Ultra-processed foods,simulated_lookup_fuzzy,0.765,0.735,0.755,TRUE,2026-04-07T09:21:17.880566+00:00
CADBURY DAIRY MILK RUM AND RAISIN CHOCOLATE,597,2500,6.7,62,61,22,2.9,0.071,Rum And Raisin Chocolate,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
